ID,DATE,MEDIA TYPE,LIKES,SHARE,COMMENTS,REPOST,ENGAGEMENT
34d842e7-44bc-492e-bdfc-ff93b2f69127,2024-02-06,TEXT,946,134,363,8,1451
267e8716-b664-495b-bca0-7471f3bb9b60,2024-07-12,REELS,1102,50,225,299,1676
1a1c228a-2141-4455-b411-036459e67bc9,2024-12-01,REELS,875,218,116,107,1316
d8e87716-25f2-4074-acda-085395f3bc19,2024-12-03,REELS,760,31,184,7,982
8d93ffe0-08fe-4d85-ab23-14d12d0f9b7a,2024-01-20,REELS,631,831,174,144,1780
461255b5-b5a2-4dc3-a1ee-8047d55b8971,2024-06-16,REELS,1550,221,200,46,2017
2b45f4a7-2024-4ea0-9038-cfb9b6075725,2024-11-29,TEXT,4053,893,168,198,5312
a536291b-913d-47d7-bdb3-f7c541cd45ba,2024-11-26,REELS,2075,840,123,48,3086
933ae7f0-6c77-4b81-b34d-710674133a7f,2024-08-15,STATIC_POST,1056,386,242,187,1871
91152f9b-90fc-4da9-8e96-b2d1c6c5fef3,2024-02-27,STATIC_POST,4115,269,323,196,4903
45bc2f96-b2fc-4207-bc44-d9e33e11dff0,2024-06-23,STATIC_POST,2052,76,283,264,2675
a2f0bc1f-7552-45cf-a15f-2c465e375215,2024-01-19,STATIC_POST,3459,611,250,65,4385
ddc65f69-ce62-4d8d-9dad-dc91b0561079,2024-07-25,STATIC_POST,2436,323,432,233,3424
a41eb703-0a6c-4ed9-adf8-33ef77160be4,2024-06-03,TEXT,2290,559,178,21,3048
70f2f14b-3678-4bc2-8ef9-40ca537d50d1,2024-09-22,TEXT,4195,194,129,166,4684
6ad1733d-02f8-4617-b241-849ee97fe0fc,2024-05-15,REELS,2652,547,350,256,3805
c23ddf0f-ad86-4582-9179-f6f11a5c6b60,2024-01-20,REELS,3347,271,137,168,3923
3490d3e2-18b1-4110-ba2f-30475cff8ec7,2024-08-30,STATIC_POST,2720,107,459,25,3311
881df809-92f6-46d8-8285-e3782b494090,2024-12-14,STATIC_POST,4828,609,40,20,5497
532ae87a-c625-4872-b55f-23009c30e37a,2024-12-06,STATIC_POST,4350,398,237,149,5134
16f0c7c0-cadb-4a82-9d77-839c9156cac8,2024-04-09,REELS,3423,483,457,178,4541
7bffc3a5-310b-44de-a8be-89d030c7d9ed,2024-11-14,REELS,1853,156,114,4,2127
f9bbac63-a236-4449-9f36-5cec97ea3e67,2024-11-24,REELS,1522,274,136,60,1992
7410df0c-a5e7-4427-a079-c31cfd07f5c4,2024-11-30,REELS,1966,993,477,7,3443
df1ae32f-4a0b-43bf-9d51-bae880d80a08,2024-08-12,TEXT,3062,417,366,268,4113
b7de01c6-aa63-42fd-b70c-bb08f551f0d1,2024-02-20,TEXT,2049,158,39,131,2377
14e41e8d-7487-4cb0-9b06-21e324bb07e2,2024-05-11,REELS,522,196,357,25,1100
52bbca5e-d155-44e1-9eb0-940874e57084,2024-07-14,STATIC_POST,3059,161,336,38,3594
9b5964cd-6828-4999-8c80-5723b03522e3,2024-07-31,STATIC_POST,4954,486,191,90,5721
407e03f1-a061-48fd-b7ab-57a8edaab96d,2024-10-16,REELS,4218,716,369,214,5517
