ID,DATE,MEDIATYPE,LIKES,SHARE,COMMENTS,ENGAGEMENT
aac9f281-5c2d-429e-9c23-973815e9e830,2024-07-27,VIDEO,3013,947,206,4166
50145e99-6815-4694-b2b2-614d3353353a,2024-07-27,CAROUSEL,3930,1000,82,5012
cf685b3e-3b79-4914-9e1c-b3202287862d,2024-04-26,CAROUSEL,525,920,119,1564
fb81c410-a65a-4aeb-843a-5bad128f6021,2024-09-24,REELS,3870,302,28,4200
c0266742-cf8f-4366-98e4-8e935910e31f,2024-07-24,REELS,599,787,25,1411
0d1aa499-f1b9-42e2-aa3e-91bd1c292b44,2024-03-30,VIDEO,4865,900,345,6110
4c05c808-794b-4ec9-bb16-3ec8475fd73a,2024-04-12,REELS,4256,265,50,4571
fd93b325-f15a-4f31-984b-105fe4c8d741,2025-01-05,VIDEO,3059,669,277,4005
7ac7004d-47d4-4f3b-a870-592c740fd447,2024-11-10,STATIC_POST,1416,395,115,1926
63d234e3-908c-418a-9d77-81878e8b9e19,2024-11-18,CAROUSEL,2384,592,175,3151
2178f519-37a5-4875-8b8e-1e15cdfa1299,2024-02-04,VIDEO,138,955,44,1137
b2a1daa8-387f-46d1-8b13-4d39668bf57f,2024-08-05,STATIC_POST,3207,427,480,4114
9356db81-8020-4183-ad9b-b74d12e9be74,2024-06-22,VIDEO,905,961,226,2092
4750f51d-a0a9-48f0-ba1c-83fef77f3976,2024-03-27,REELS,3788,806,158,4752
1468d058-8306-4384-a1f0-aa6d90f9f737,2024-02-26,VIDEO,1083,988,399,2470
00ff23b4-18c5-44d8-8a7b-f807b61899ca,2024-05-02,REELS,734,797,313,1844
a24a18fd-2fa2-418e-8a42-f2bb27032602,2024-09-23,STATIC_POST,3950,444,247,4641
459b4484-8b63-4244-a810-4770c32b3a37,2024-06-07,REELS,2619,182,270,3071
130e97a5-d05a-4c17-aee8-8c142517eeaf,2024-04-14,STATIC_POST,2139,493,307,2939
a0505952-a67f-4605-9ab4-e5737adde13a,2024-02-03,VIDEO,3908,532,147,4587
c6668def-f7d9-4762-b90e-187105eee4bb,2024-12-27,STATIC_POST,4402,319,213,4934
1730e36e-d698-4a74-8ead-5876719d5b5f,2024-10-01,CAROUSEL,3301,99,280,3680
eed0052b-57fa-48e0-a1fc-9bbe6ae5173d,2024-02-07,CAROUSEL,1429,741,20,2190
dad99ced-2843-4a5a-b1d3-82bfe478d9e9,2024-02-18,VIDEO,3166,241,200,3607
f291d5b6-d8ee-43ac-bfdd-6e6f8c589f6a,2024-04-03,VIDEO,3262,215,415,3892
8044e9f0-2ef3-41f3-9a16-bbc9f9d0a8ca,2024-06-06,STATIC_POST,2084,945,342,3371
2e3a048c-fa2f-4fb0-a5ca-6e6034ccb2dd,2024-04-02,REELS,3267,845,383,4495
c84c2367-d4e0-41fc-a10d-e3760782be52,2024-11-21,STATIC_POST,1484,466,353,2303
5fccf7aa-86b0-4dce-9fef-2497e57d4045,2024-08-09,REELS,809,137,396,1342
2be59d83-9f74-4e28-b91d-0c5e96429855,2024-11-02,VIDEO,4902,312,97,5311
f4f94201-3a38-4279-b34c-7082007c422e,2024-11-08,VIDEO,3021,868,399,4288
968942a7-2d96-444b-a8d6-3af023f35ff0,2024-07-15,VIDEO,4041,159,126,4326
9c7054ea-a370-47c9-9320-2bae1d97914d,2024-04-17,STATIC_POST,4393,945,60,5398
64a9b2cf-01da-452a-973a-af19937f54d2,2024-08-03,CAROUSEL,2644,109,12,2765
52133f31-9e16-4d04-9513-b9cf2cec19cf,2024-07-26,CAROUSEL,3821,802,66,4689
4d4dd1fd-b982-43fb-ad49-0ed5580b6594,2024-11-21,REELS,4745,53,17,4815
8074116d-d90d-497b-8ba4-3a04b51800d1,2024-05-12,STATIC_POST,1561,732,94,2387
92377051-6bf9-49f6-b23e-62724e00b085,2024-01-27,STATIC_POST,1717,530,378,2625
db77da78-b2da-46ad-88ef-d0fa825e3999,2024-08-11,REELS,2902,109,346,3357
1971480f-9405-4ffb-ad7b-feaf07e6c077,2024-03-20,VIDEO,1832,485,253,2570
9441b16d-aa8a-4f49-8a01-027afe075791,2024-11-25,REELS,1285,129,6,1420
a3f3f766-7fb9-41a9-94c2-0277d72b846a,2024-09-15,STATIC_POST,62,547,374,983
0a9d7708-d7c9-4051-a9fc-2418b3dd2a35,2024-10-12,STATIC_POST,3768,910,216,4894
8d09a0a8-37ef-4caa-9098-9e463275b5b3,2024-08-05,REELS,4380,933,38,5351
1382afa2-4336-49dc-8d97-40c88863df05,2024-11-19,CAROUSEL,3803,433,165,4401
60de27c2-e35b-426f-bbba-f357f93b1030,2024-11-28,CAROUSEL,1843,75,407,2325
fed79261-6442-483b-872f-b378a7481072,2024-06-14,CAROUSEL,2836,200,302,3338
60ddb3c8-6440-4e73-86cc-995fcfa72d02,2024-03-19,STATIC_POST,3459,139,13,3611
d560d535-20c4-4ec4-95e7-6d2c3891fb80,2024-07-23,STATIC_POST,4994,684,402,6080
e804da2e-2d8d-4cca-a7e5-4c1a57205e9f,2024-03-07,REELS,3227,709,269,4205
b954fa85-c11d-42f2-84d5-c04136f1dfb9,2024-09-16,STATIC_POST,964,609,168,1741
dca7e2b8-4422-41ed-8941-88bcee443fa4,2024-09-20,STATIC_POST,4018,646,319,4983
b9420585-7151-493b-9f46-0a14142ba4c4,2024-09-17,VIDEO,2519,181,137,2837
801aed15-9e85-48c9-94c2-080884a91db1,2024-07-14,STATIC_POST,2113,417,382,2912
000ad1b1-9ee8-49ba-9f5c-f6e7922161f3,2024-06-27,VIDEO,1102,729,373,2204
4102fd6d-ddaf-4462-b05b-826451204bbc,2024-12-20,VIDEO,3732,746,150,4628
077c62e5-c5ed-402e-90b2-9356b8ecf1ba,2024-09-13,STATIC_POST,2798,668,312,3778
8c119b9d-638c-4318-b967-e42ed0b3b7e2,2024-03-18,REELS,49,634,288,971
97d2f77c-44b8-4e84-ad39-66500c2911f3,2024-09-04,REELS,2651,745,125,3521
d81f02b2-c777-4d76-8f06-b3258cfe1b3b,2024-10-09,VIDEO,2668,401,306,3375
660d5bb3-dc02-4136-9e1d-19d960a9bf64,2024-10-18,VIDEO,1992,464,421,2877
5dcb3758-c86e-40a9-a960-ee8725fa2676,2024-10-26,REELS,3408,547,89,4044
36b91261-0692-4ddb-ac92-f9d42f34e22a,2024-12-07,REELS,3894,860,455,5209
2a66a8e7-f78f-417b-a150-29f2cd10d01f,2024-04-24,REELS,971,642,441,2054
1268c0ba-2fa5-40ac-8a61-b34edd394717,2024-05-07,VIDEO,3815,361,383,4559
e62c455b-e809-4ae7-8f9b-323275c8b1c0,2024-03-27,STATIC_POST,3421,817,167,4405
3cf373ef-79fc-44bf-8190-3d236fc91c3d,2024-02-07,REELS,403,640,265,1308
8685fda2-e911-4287-941b-4ec1f4f4efae,2024-06-24,CAROUSEL,4385,560,240,5185
7db610c8-acd0-408a-aebd-f08ca4c43613,2024-07-03,CAROUSEL,854,635,424,1913
1165bbaa-d513-4458-9d57-95ca63332e6c,2024-03-01,REELS,4075,272,401,4748
e86503fa-03f9-4f22-b1b3-ee06c10faaff,2024-07-09,STATIC_POST,2605,307,301,3213
de5435b2-e30f-426c-834b-a5be421868ef,2024-07-22,VIDEO,2528,694,153,3375
40f6d400-0609-42c0-ae2a-7c50cbb3cb15,2024-11-02,STATIC_POST,346,100,236,682
5141f6d0-f48a-4e33-8bbe-377d1cf2a523,2024-04-21,VIDEO,3481,731,192,4404
639c5447-5ffb-4b56-88e0-1deb2412830b,2024-09-20,VIDEO,762,427,337,1526
0d9e1336-cefd-40c4-8ef3-022de6c53370,2024-08-31,STATIC_POST,2197,1000,384,3581
8a7b9dbe-b85e-44c7-982c-9c0eefc3150a,2024-07-22,CAROUSEL,3915,112,448,4475
5c790021-f2b1-44b6-b385-c8f143d6bb64,2024-06-07,REELS,4145,617,166,4928
f33de52d-d236-4b7f-8a8c-a70ee10c4ac8,2024-08-13,STATIC_POST,2368,603,431,3402
232f142b-aae5-450a-99a0-02587dcee330,2024-11-30,CAROUSEL,4901,836,264,6001
a145312b-0629-4893-a8c0-9dd62f14e1ab,2024-04-21,STATIC_POST,3552,93,246,3891
af575579-c6a9-4097-a07b-16035ed98f19,2024-05-03,REELS,1839,334,221,2394
57bdd665-6fd6-44ee-8860-3eed4f28fe05,2024-03-16,VIDEO,4437,457,31,4925
8c9d45ad-a2a7-46d0-989e-11d5386ab5eb,2024-02-20,VIDEO,3087,609,297,3993
68345028-9827-4a9e-b9a1-52ca49a5c7b3,2024-08-22,VIDEO,3708,895,55,4658
ace9ab3f-fd50-4736-aa75-800d463a08dd,2024-10-12,CAROUSEL,1202,796,95,2093
fe5499c1-839f-4dfe-8155-8c19e7b63ee6,2024-10-20,STATIC_POST,1475,882,441,2798
cd08bcb7-d15e-4a42-bf93-163324bc576b,2024-09-25,REELS,3965,461,56,4482
cfd9657b-0df7-4b10-a56f-528076e7a603,2024-11-26,VIDEO,2549,669,77,3295
91f5286c-0c80-4b36-8476-42e4c772b2c1,2024-02-01,CAROUSEL,1266,608,71,1945
b4bf058d-dcb9-4a75-9934-2bd29eb0f5cf,2024-07-05,STATIC_POST,179,539,452,1170
0bfda8c0-1607-4f5a-9c5b-349bd1a77aac,2024-03-17,REELS,575,867,206,1648
f6b94bec-d061-4286-b89b-dafa6a0e8517,2024-10-17,STATIC_POST,3241,733,413,4387
28be0dd4-1bec-409b-baa9-3823e56f8b47,2024-12-22,STATIC_POST,3642,719,240,4601
549ec5f8-7534-49b6-b5ab-845f88fea47b,2024-05-19,CAROUSEL,53,465,449,967
65fc66df-b011-4876-a41e-0534da3b90ef,2024-09-18,REELS,2121,808,97,3026
32382b22-bf45-43ab-a8c7-eb17ca4d0916,2024-03-07,STATIC_POST,1971,258,428,2657
722f308d-f090-4986-8102-05fdb81486f8,2024-08-04,CAROUSEL,3019,811,371,4201
8b066b9f-e96a-47e1-bd98-e4426bef2c95,2024-08-17,CAROUSEL,2390,137,372,2899
bbe09866-a04b-425b-bd51-940eb7fcb3d4,2024-08-16,REELS,1573,783,134,2490
f6c53d95-4ee9-44a7-8622-2d741af97109,2024-04-23,VIDEO,4319,977,6,5302
f6c3bef8-1d0c-47ef-aeff-c828a481c3cf,2024-09-10,STATIC_POST,3212,125,197,3534
a075976f-63a4-4a53-9583-12c340767ac3,2024-08-04,VIDEO,2649,623,220,3492
13dcfbcc-be17-4bf2-a8d5-e7e3c751cd7d,2024-11-08,VIDEO,2427,397,376,3200
45e7d3cc-632f-44f0-82c9-9e1e4bbeb4ee,2025-01-01,VIDEO,1774,837,478,3089
c8de920e-555f-4118-8c78-9dcd5c22e639,2024-07-11,VIDEO,1858,383,304,2545
0919b2c1-1248-46f3-9ef7-565aacb95238,2024-05-20,STATIC_POST,2288,425,171,2884
34420a69-4ce4-49e4-a5ef-4c486d917b82,2024-05-14,VIDEO,1162,347,251,1760
0f709d2c-4591-4a31-99ca-8ff93cc59e33,2024-02-08,VIDEO,3855,664,489,5008
6d3f9070-d0d2-4219-94f4-142cdf0a107d,2024-05-24,CAROUSEL,4468,216,410,5094
192750a9-b7aa-44f5-b0a0-8cebf3c01a7f,2024-12-21,REELS,4551,155,118,4824
2cbee186-9d1e-407f-ba66-f9608731d243,2024-01-10,VIDEO,798,953,125,1876
8ba1c23f-499c-49f4-b963-9ba1940596db,2024-04-13,CAROUSEL,3186,597,166,3949
382ad7b4-f6f5-49e6-88df-4f31cf3864e3,2024-06-14,STATIC_POST,4164,824,71,5059
0a2044c1-2a6c-4197-b122-b3f8bc575acf,2024-09-27,REELS,1493,276,435,2204
e8b6b376-db0c-427a-b6a7-6349b3a0b5b8,2024-09-16,CAROUSEL,968,143,379,1490
3b23c998-5358-4036-b5ff-b74c6c35114c,2024-08-31,STATIC_POST,1457,521,158,2136
ecebbd67-fe0b-4225-b415-74b97525f9db,2024-02-20,REELS,2858,962,482,4302
98eaf4a8-5869-4014-8eb6-98c24ddb45ca,2024-06-10,CAROUSEL,3723,855,105,4683
0329a71e-162b-4a9f-a876-658e8b3ff721,2024-02-07,CAROUSEL,4532,753,413,5698
385054c6-6652-48d4-9fd9-c85a74bb001f,2024-08-12,STATIC_POST,1580,240,333,2153
2298551b-9ec1-472f-a515-816d4c60ed55,2024-07-05,STATIC_POST,348,307,219,874
24902ccb-b9d1-496b-b9a4-2a5184aea1d9,2024-06-18,REELS,4920,988,445,6353
787ad645-2ea0-497c-8383-fef289d057e2,2024-10-28,CAROUSEL,3083,205,425,3713
18d2f2a1-6302-4725-8530-51ccabb0949e,2024-02-11,CAROUSEL,232,373,201,806
cd0a24f2-53a2-4989-93a4-d02b86beaee0,2024-03-14,VIDEO,110,412,154,676
a82d9a73-8e34-4faa-aa8e-22941c9163f7,2024-03-13,STATIC_POST,3233,852,92,4177
34d3bcc7-f824-4682-ba50-6a259555c943,2024-06-27,VIDEO,1242,962,354,2558
324dcc2e-9bfb-423b-b4d4-4074763d8636,2024-06-16,REELS,2213,86,399,2698
375393fc-029c-4a1d-b35d-d47e3a4a76f0,2024-03-15,CAROUSEL,4406,901,183,5490
eb01257c-681b-4dd5-92c3-d3be14987ac0,2024-04-08,CAROUSEL,1439,939,470,2848
4d85226b-ea46-4a38-b120-6f493cf2ecae,2024-12-08,VIDEO,4875,166,112,5153
5d55702e-7aa2-4e6d-8b69-89805a632191,2024-05-23,STATIC_POST,1878,657,416,2951
0485a854-8251-40c4-99aa-a1b5ff38f3ca,2024-12-06,CAROUSEL,2568,876,16,3460
1a80ad1a-85c4-402f-92b9-e93f32f00f46,2024-09-06,STATIC_POST,225,899,375,1499
078b0c73-e1e6-4351-900f-624e3cc2c26c,2024-06-17,VIDEO,4855,352,91,5298
87706db2-6e7d-4be5-b144-907de359d6ca,2024-07-12,STATIC_POST,4297,519,152,4968
6daaeeb5-88e5-42a6-aa91-7fb1cdec38f2,2024-10-30,VIDEO,4093,246,122,4461
b25b75e0-b292-49ec-b3d6-990ff2429eb5,2024-04-07,REELS,1454,654,101,2209
fe8281e2-854a-4609-930d-01f2422045ea,2024-12-19,VIDEO,1624,668,284,2576
726d8a92-e3cb-4c86-9af0-8adc1f30da08,2024-02-19,STATIC_POST,1819,137,69,2025
bfb257a7-6a07-4552-8602-53f9762b1a2b,2024-09-04,CAROUSEL,1949,225,97,2271
745a56e6-a0b7-490e-92f1-11861b28a9eb,2024-06-03,REELS,3092,275,320,3687
f3c750c0-b786-431c-adc3-766fb8230acd,2024-09-06,CAROUSEL,2769,115,381,3265
29e99987-e46b-4486-90d8-42a104dcb83f,2024-08-31,REELS,3133,649,494,4276
9aac386b-c590-4ab7-a8a4-059ccfbc8781,2024-01-14,VIDEO,2911,175,3,3089
fe7a5bf3-8c69-44bf-afe6-573666c311dd,2024-08-07,REELS,1128,368,213,1709
1f732251-857a-42b5-9653-3c8a74e3d599,2024-06-20,VIDEO,287,399,339,1025
c1c3ab23-166e-47fb-b74c-071a7b8623cf,2024-12-05,CAROUSEL,224,275,197,696
3264be32-a7e3-4893-83cd-d5f7501282d6,2024-11-24,STATIC_POST,1145,318,200,1663
908df8f6-e848-40be-b233-dd56dba7917e,2024-05-25,STATIC_POST,4092,774,101,4967
64a2e4a3-3d38-49c9-9f3f-1806f006c448,2024-03-30,STATIC_POST,2404,514,404,3322
d73b8d09-64a5-4352-bec3-9fe7d9c98325,2024-11-30,VIDEO,3329,9,371,3709
ee5f880f-1567-465c-945e-c9fb0f16696e,2024-11-02,CAROUSEL,1083,793,278,2154
1e835003-79d1-4f00-8499-b3cd67c09ad2,2024-09-27,VIDEO,1550,738,101,2389
e8d51778-1e86-4a9e-9b65-7b003a57629c,2024-11-19,VIDEO,2493,254,139,2886
a316f331-d117-48e3-9ccd-ff7b10c195c7,2024-12-11,VIDEO,3179,493,41,3713
6137f8d7-8a5d-47b1-899c-40dd2d5434fa,2024-03-04,VIDEO,4297,118,303,4718
034c7549-5015-468d-b456-af4511ba22ca,2024-11-22,VIDEO,3800,571,340,4711
96c8aae1-e08a-4bce-bbae-348f09002656,2024-12-26,VIDEO,1192,525,500,2217
f4cac6a6-e6c5-4fd0-80e2-cd908704f101,2024-12-25,CAROUSEL,1894,638,256,2788
984d2ea9-3f9a-4e06-990e-66648af9b2c0,2024-08-07,STATIC_POST,4353,35,305,4693
3d7c76f3-7fc9-4c56-92b8-62845d8667a4,2024-07-22,REELS,3860,156,139,4155
e32f21e2-cb9f-4a93-8c3e-4897bbdf8109,2024-08-27,VIDEO,275,537,69,881
3ea8a94e-d628-4d4d-aa2c-92e9dd1bf89c,2024-10-12,STATIC_POST,2193,744,112,3049
5549f230-ac12-4192-9502-0a7ca6e7bbfa,2024-07-02,CAROUSEL,2217,648,96,2961
6d7159ed-fd11-4ef9-924f-1c6e4ddcca6d,2024-03-26,CAROUSEL,2435,276,250,2961
ed80faca-744b-4b1d-b1dd-b1b87a7dc8eb,2024-08-12,STATIC_POST,644,967,141,1752
2086048d-8698-4f97-adb0-c36231847845,2024-05-04,CAROUSEL,894,585,163,1642
4806f15c-9b6b-4afe-99e2-8280f55f2998,2024-03-23,CAROUSEL,463,315,372,1150
2b8555ad-15d4-4923-a2e6-0344feae7ec6,2024-04-06,STATIC_POST,2824,354,48,3226
32014902-4e86-4f6f-be05-64db33a17d7d,2024-11-14,REELS,504,651,300,1455
34762192-4186-4a26-814d-28a85269297e,2024-02-21,STATIC_POST,1461,643,140,2244
1053f863-8bf1-437e-9259-598da9998324,2024-04-13,STATIC_POST,1352,562,164,2078
