ID,DATE,MEDIA TYPE,LIKES,SHARE,COMMENTS,REPOST,ENGAGEMENT
856e9bfc-d7d4-44d3-9a0f-0868f753bd9d,2024-07-16,VIDEO,4432,5,482,2,4921
4bae1f65-3758-4e68-ae46-82f1a961fcc5,2024-04-06,TEXT,2927,332,95,218,3572
00a8f537-ba4b-41ac-98ed-836218005c57,2024-01-07,VIDEO,3415,7,279,65,3766
8401b43c-8962-4a14-8090-70383cd3a22e,2024-12-08,STATIC_POST,4575,481,322,226,5604
0ed95d0b-0239-404a-802c-30cb6a46978c,2024-01-07,STATIC_POST,3496,414,228,225,4363
5c46adb4-5f6e-4e11-9759-ef8dfeebded3,2024-12-31,TEXT,531,366,51,52,1000
0014fe20-2ab6-4cd6-a80c-170c314f579b,2024-07-24,TEXT,412,659,33,181,1285
8c5ebfb0-3bdc-4a22-bd7f-c2863ab05b2f,2024-12-19,STATIC_POST,4782,327,256,84,5449
80b4608b-f67c-4f26-baae-df756c3fe34e,2024-03-19,VIDEO,1818,449,437,128,2832
2f238625-4793-4d1a-a949-225757868548,2024-01-28,TEXT,1713,337,139,153,2342
13fde485-cb01-4ce8-b95c-c860647d816e,2024-04-04,VIDEO,1269,860,192,206,2527
8c229bf4-3bf9-4213-a310-29bf15b649b2,2024-08-18,TEXT,4476,91,23,56,4646
f01648c4-8fee-4b2f-a353-be45f689120d,2024-12-20,TEXT,4270,13,247,200,4730
e27e1d05-924a-416d-82cf-f49dfc7c658d,2024-08-25,VIDEO,3357,944,39,290,4630
b8b5f9b8-06fc-4a0e-b45b-07704e200c02,2024-11-02,VIDEO,1138,754,333,218,2443
8a5ffe52-fb65-4313-bfc9-d11b5cc61ef1,2024-12-01,VIDEO,359,748,108,251,1466
c8decd36-fd23-44a1-8d72-52622b59fdca,2024-04-09,STATIC_POST,2953,949,292,139,4333
872b7d4a-3423-452a-a90f-247213d801bc,2024-07-31,TEXT,1317,29,317,210,1873
65975983-a723-44ca-ba45-99ad542e5054,2024-10-13,STATIC_POST,2033,984,109,35,3161
1a66b871-065c-4944-b31f-41736c581c95,2024-09-28,STATIC_POST,3335,458,471,53,4317
9a2cebe6-f418-41ff-adba-d083df5a3ac4,2024-10-13,TEXT,3564,685,413,225,4887
73354729-7310-408f-b5d8-7f02e7f790d6,2024-06-11,TEXT,2396,788,155,179,3518
c71c662f-47f0-4ad1-bfbb-47d40b62c54b,2024-11-18,STATIC_POST,1745,426,45,201,2417
faa1a4f4-f8bf-4ed5-a286-54acb1e76e74,2024-08-18,TEXT,109,258,168,172,707
5b8e9175-d7ee-4403-84af-04d745c39907,2024-03-10,STATIC_POST,4215,377,500,140,5232
c263d848-6c78-4978-9dc6-bc994ab1bde8,2024-06-23,TEXT,2337,828,239,86,3490
186b12fa-58d1-4228-b54f-aa77fce30951,2024-02-08,VIDEO,1413,60,438,119,2030
7319223e-4f6a-4403-970e-3980a3921f44,2024-07-08,STATIC_POST,1005,53,460,266,1784
facfa986-8939-47b8-abc1-1b83c606d996,2024-05-20,STATIC_POST,173,959,445,211,1788
7440567e-e48a-4038-94da-b3118f407079,2024-02-25,STATIC_POST,2180,473,488,183,3324
23f87f03-68b5-4138-9ec6-425866ae5892,2024-02-27,VIDEO,4626,89,445,220,5380
34dd8b87-0f24-4939-84c3-c8760eaa5251,2024-07-09,TEXT,4272,706,248,82,5308
4d3619d7-7ff6-446e-8d23-6e7d308c8b87,2024-05-05,STATIC_POST,2191,807,496,217,3711
f931845e-f905-4541-a5f4-3a573cf5cae0,2024-04-11,VIDEO,3550,455,95,275,4375
9077e9e3-2967-4d36-a8af-31b927e64116,2024-11-14,STATIC_POST,3080,231,66,188,3565
542f8206-7f0f-429b-a958-369e68430c8b,2024-04-18,VIDEO,1650,447,216,261,2574
c6d15c4f-2cf6-41d0-8612-31ab368a12ab,2024-06-29,STATIC_POST,4781,95,78,40,4994
2365c218-d959-4616-bbc9-3d4b591c5249,2024-09-14,STATIC_POST,4998,641,310,173,6122
d6a16299-da6c-4418-a5ba-d4737acb3229,2024-03-22,STATIC_POST,3354,795,478,246,4873
422d9aa7-bb2a-4e7f-bb36-7feb020394f7,2024-12-02,TEXT,1610,834,257,67,2768
7320d9e4-7bd2-4828-9745-173431a79c06,2024-01-31,VIDEO,3054,986,402,242,4684
afe39a5c-b211-48a4-860e-40f9b0d72599,2024-04-09,TEXT,472,612,148,260,1492
20dea6ca-40e9-4b93-8969-e5d82de1427e,2024-06-27,TEXT,3413,186,102,100,3801
83a71694-7620-4ca9-b9e8-38b6399028be,2024-10-05,STATIC_POST,782,19,370,243,1414
db217258-e239-439e-bdf4-8a259cfad528,2024-11-25,TEXT,4514,874,380,214,5982
cbda4a29-1050-4213-99e1-6efd817acbbe,2024-07-19,TEXT,2906,342,306,134,3688
c84f5641-89dd-4b23-ba0b-4ee75c849862,2024-12-31,TEXT,399,240,35,231,905
d9355215-4431-4cbe-a689-4406409476de,2024-04-27,STATIC_POST,2130,242,352,51,2775
5750159b-b41c-4e46-9284-ae9dd1b4f6b4,2024-04-20,VIDEO,1616,530,402,63,2611
c1a70844-26cb-4a9b-9dc6-d51efe6c6db5,2024-07-28,TEXT,880,962,458,209,2509
4da1e3c7-c24a-420c-a056-dcbe14726711,2024-07-06,VIDEO,4728,94,416,32,5270
5dff2dbb-8d4e-47d9-8bfd-553fe5e4a87c,2024-03-19,TEXT,4612,599,458,266,5935
dcf34295-c9ec-4a19-a93b-10339fff3691,2024-08-27,VIDEO,3377,354,497,276,4504
f226ed4e-e148-4ac1-af74-7db66f952220,2024-01-15,STATIC_POST,4213,449,344,45,5051
559ad2a5-9da2-4e37-9e72-6c5e200f3e91,2024-03-25,VIDEO,864,82,57,20,1023
46dfa189-6acd-492c-8814-33910199319f,2024-06-27,TEXT,332,78,414,92,916
ac0d72f8-8b5e-4704-a91e-f8798fad7940,2024-07-22,VIDEO,473,857,43,91,1464
408641a7-f9ea-4c91-8e17-bdc50efe57a3,2024-11-30,VIDEO,3716,846,486,210,5258
d7e2a56e-60e0-45e6-bb8b-0166e314742b,2024-01-21,VIDEO,3697,968,143,245,5053
ddfa4c84-52bb-4147-80ea-9cc026f6f285,2024-01-14,VIDEO,2277,510,318,289,3394
ca6ee29f-c2a8-4899-be11-95a5c58416a8,2024-10-05,STATIC_POST,959,649,97,281,1986
5535990b-7219-4cbe-a729-aedec59b99c3,2024-05-10,VIDEO,2348,253,78,54,2733
158d73c1-9403-4a4b-869e-2bc2442f2ef5,2024-09-22,STATIC_POST,483,946,375,295,2099
7acaa65a-0a19-4430-8cda-6163a02ad3ff,2024-05-08,STATIC_POST,1305,255,143,274,1977
14923539-fb39-4ba5-99c8-2536f83f0af1,2024-07-31,TEXT,175,782,304,238,1499
86513a0b-1889-4cf8-b479-1b13346d1d8c,2024-11-25,STATIC_POST,937,830,172,161,2100
f45af701-75e7-479c-aa0c-dd077b7d8fc3,2024-01-12,VIDEO,92,605,302,57,1056
a78666db-fa9b-40ce-9447-25e7e9c85a14,2024-11-06,STATIC_POST,4998,227,241,201,5667
8d6dc18d-ea63-4ac0-b0b7-ab8ada3ea9f3,2024-05-16,TEXT,132,441,184,150,907
d04bfda1-8542-4281-b650-87ed0fca1d2d,2024-12-16,VIDEO,1274,709,303,190,2476
6d9ad0a1-06a6-4a50-970d-b50ad6a5ac60,2024-02-05,STATIC_POST,2770,189,113,132,3204
8bf78053-9ff5-46d4-a21f-ea951df8edec,2024-03-02,VIDEO,177,228,215,206,826
4cc99b91-7876-494b-bf07-6192cffad522,2024-12-31,VIDEO,4018,757,475,272,5522
226f6a67-527c-4d5d-a1be-95b67b99b07b,2024-09-23,STATIC_POST,2504,165,399,228,3296
4c64d8eb-172a-4298-8f8e-6c46e2f58b74,2024-10-08,TEXT,1784,207,49,136,2176
6e228d0f-355f-4df6-89ae-ab6fdf0b4fa8,2024-12-03,VIDEO,4827,858,488,128,6301
e04dd249-7162-4807-8665-ebca178ee407,2024-10-01,VIDEO,3115,151,362,159,3787
d9a52b33-364a-42c4-9259-38cbb6f252ee,2024-03-31,STATIC_POST,4041,773,457,25,5296
3f0f5a96-4ae3-435b-9cca-412d8c5db0b3,2024-04-22,VIDEO,817,196,435,228,1676
cf5273f5-95d9-4b63-955e-d2db28bee22a,2024-04-01,TEXT,2222,784,471,83,3560
ea1ab23a-e880-47f0-aa51-7d1c9f145408,2024-10-31,STATIC_POST,2683,503,281,114,3581
f04ca9a6-dbad-4ead-8087-13d4b67a8190,2024-01-24,VIDEO,264,515,118,69,966
e50f7d2c-3793-496f-9db3-3089f688b129,2024-05-30,TEXT,3956,910,377,45,5288
6928a3ac-d927-41de-8c5f-b3a30d51443a,2024-07-27,TEXT,1883,605,176,29,2693
ca863a65-1863-4639-84e1-0ccba550c668,2024-01-23,STATIC_POST,323,210,162,133,828
1ae47fdd-04a5-44b5-bf4a-beb096dfe7e3,2024-02-03,TEXT,969,235,382,158,1744
4f32d8fb-7231-4fdf-b72d-3bb6427f1f0e,2024-03-12,VIDEO,2231,868,474,220,3793
1b04457c-2367-48b7-b6ea-323f22fb8d1f,2024-03-18,TEXT,2349,126,50,89,2614
426a12c4-ddd7-4d15-b9fc-f6dac35fdb43,2024-06-23,TEXT,288,683,225,83,1279
f73d622c-7574-4e9c-9cbd-fb0964df1148,2024-03-18,TEXT,2027,440,218,210,2895
0ac37712-2e3d-41a8-8a6c-f416429816ac,2024-08-11,VIDEO,643,504,41,126,1314
4c624702-0216-4e43-9e7d-8aaa87360fd6,2024-03-05,TEXT,2114,882,282,120,3398
2b0e6720-8c0b-4c78-8f6a-e48931d81fc0,2024-12-27,VIDEO,849,665,405,84,2003
e61d82e9-bee2-4bb1-9d2a-d461538c4eca,2024-08-29,STATIC_POST,2847,307,134,112,3400
d2fd1eac-99ce-42fb-b04c-5374e33e85ac,2024-12-19,STATIC_POST,1044,289,377,51,1761
5d526dac-6482-4809-ba8c-7cbd4cf5cc0f,2024-06-05,STATIC_POST,3430,600,139,23,4192
92a7d4af-ea53-4ce4-b35f-2ebee65bf3a9,2024-12-22,TEXT,2926,583,100,253,3862
9d1d365c-659a-4500-a03c-ac0ec7b0818f,2024-08-28,STATIC_POST,1302,612,225,72,2211
